tax_order,tax_suborder,tax_greatgroup,tax_subgroup
andisol,udand,melanudand,melanudand antr cuico
andisol,udand,melanudand,melanudand th ptico
andisol,udand,placudand,placudand t¡pico
andisol,udand,placudand,placudand l¡tico
andisol,udand,placudand,placudand  cuico
andisol,udand,placudand,placudand p quico h¡drico
andisol,udand,placudand,placudand h¡drico
andisol,udand,placudand,placudand acrud¢xico
andisol,ustand,durustand,durustand t¡pico
andisol,ustand,durustand,durustand  cuico
andisol,ustand,durustand,durustand h£mico
andisol,ustand,durustand,durustand th ptico
andisol,ustand,haplustand,haplustand t¡pico
andisol,ustand,haplustand,haplustand £ltico
andisol,ustand,haplustand,haplustand v¡trico
andisol,ustand,haplustand,haplustand l¡tico
andisol,ustand,haplustand,haplustand ¢xico
andisol,ustand,haplustand,haplustand p quico
andisol,ustand,haplustand,haplustand  cuico
andisol,ustand,haplustand,haplustand c lcico
andisol,ustand,haplustand,haplustand d¡strico
andisol,ustand,haplustand,haplustand v¡trico d¡strico
andisol,ustand,haplustand,haplustand h£mico
andisol,ustand,haplustand,haplustand  lfico
andisol,ustand,haplustand,haplustand th ptico
andisol,vitrand,udivitrand,udivitrand t¡pico
andisol,vitrand,udivitrand,udivitrand £ltico
andisol,vitrand,udivitrand,udivitrand l¡tico
andisol,vitrand,udivitrand,udivitrand oxi cuico
andisol,vitrand,udivitrand,udivitrand  cuico
andisol,vitrand,udivitrand,udivitrand h£mico
andisol,vitrand,udivitrand,udivitrand  lfico
andisol,vitrand,udivitrand,udivitrand th ptico
andisol,vitrand,ustivitrand,ustivitrand t¡pico
andisol,vitrand,ustivitrand,ustivitrand l¡tico
andisol,vitrand,ustivitrand,ustivitrand  cuico
andisol,vitrand,ustivitrand,ustivitrand c lcico
andisol,vitrand,ustivitrand,ustivitrand h£mico
andisol,vitrand,ustivitrand,ustivitrand th ptico
andisol,xerand,haploxerand,haploxerand t¡pico
andisol,xerand,haploxerand,haploxerand £ltico
andisol,xerand,haploxerand,haploxerand l¡tico
andisol,xerand,haploxerand,haploxerand  cuico
andisol,xerand,haploxerand,haploxerand c lcico
andisol,xerand,haploxerand,haploxerand h£mico
andisol,xerand,haploxerand,haploxerand  lfico
andisol,xerand,haploxerand,haploxerand h£mico  lfico
andisol,xerand,haploxerand,haploxerand th ptico
andisol,xerand,melanoxerand,melanoxerand t¡pico
andisol,xerand,melanoxerand,melanoxerand p quico
andisol,xerand,vitrixerand,vitrixerand t¡pico
andisol,xerand,vitrixerand,vitrixerand £ltico
andisol,xerand,vitrixerand,vitrixerand l¡tico
andisol,xerand,vitrixerand,vitrixerand  cuico
andisol,xerand,vitrixerand,vitrixerand h£mico
andisol,xerand,vitrixerand,vitrixerand h£mico  lfico
andisol,xerand,vitrixerand,vitrixerand  lfico
andisol,xerand,vitrixerand,vitrixerand th ptico
aridisol,argid,calciargid,calciargid t¡pico
aridisol,argid,calciargid,calciargid ust‚rtico
aridisol,argid,calciargid,calciargid £stico
aridisol,argid,calciargid,calciargid v‚rtico
aridisol,argid,calciargid,calciargid vitr ndico
aridisol,argid,calciargid,calciargid vitrixer ndico
aridisol,argid,calciargid,calciargid petron¢dico
aridisol,argid,calciargid,calciargid £stico petron¢dico
aridisol,argid,calciargid,calciargid x‚rico petron¢dico
aridisol,argid,calciargid,calciargid ar‚nico
aridisol,argid,calciargid,calciargid £stico ar‚nico
aridisol,argid,calciargid,calciargid durin¢dico
aridisol,argid,calciargid,calciargid x‚rico durin¢dico
aridisol,argid,calciargid,calciargid xer‚rtico
aridisol,argid,calciargid,calciargid x‚rico
aridisol,argid,calciargid,calciargid l¡tico
aridisol,argid,calciargid,calciargid  cuico
aridisol,argid,gypsiargid,gypsiargid t¡pico
aridisol,argid,gypsiargid,gypsiargid £stico
aridisol,argid,gypsiargid,gypsiargid vitr ndico
aridisol,argid,gypsiargid,gypsiargid vitrixer ndico
aridisol,argid,gypsiargid,gypsiargid  cuico
aridisol,argid,gypsiargid,gypsiargid durin¢dico
aridisol,argid,gypsiargid,gypsiargid x‚rico
