tax_order,tax_suborder,tax_greatgroup,tax_subgroup
molisol,criol,calcicriol,c lcicoriol l¡tico
molisol,criol,duricriol,duricriol t¡pico
molisol,criol,duricriol,duricriol  rgico
molisol,criol,duricriol,duricriol c lcico
molisol,criol,haplocriol,haplocriol t¡pico
molisol,criol,haplocriol,haplocriol £stico
molisol,criol,haplocriol,haplocriol v‚rtico
molisol,criol,haplocriol,haplocriol vitr ndico
molisol,criol,haplocriol,haplocriol l¡tico
molisol,criol,haplocriol,haplocriol oxi cuico
molisol,criol,haplocriol,haplocriol p quico
molisol,criol,haplocriol,haplocriol  cuico
molisol,criol,haplocriol,haplocriol c lcico
molisol,criol,haplocriol,haplocriol p quico c lcico
molisol,criol,haplocriol,haplocriol cum£lico
molisol,criol,haplocriol,haplocriol fluvacu‚ntico
molisol,criol,haplocriol,haplocriol fluv‚ntico
molisol,criol,haplocriol,haplocriol x‚rico
molisol,criol,haplocriol,haplocriol  ndico
molisol,criol,haplocriol,haplocriol cum£lico  cuico
molisol,criol,natricriol,natricriol t¡pico
molisol,criol,palecriol,palecriol t¡pico
molisol,criol,palecriol,palecriol £stico
molisol,criol,palecriol,palecriol oxi cuico
molisol,criol,palecriol,palecriol p quico
molisol,criol,palecriol,palecriol  cuico
molisol,criol,palecriol,palecriol x‚rico
molisol,criol,palecriol,palecriol abr£ptico
molisol,gelol,haplogelol,haplogelol t£rbico
molisol,gelol,haplogelol,haplogelol t¡pico
molisol,gelol,haplogelol,haplogelol l¡tico
molisol,gelol,haplogelol,haplogelol oxi cuico
molisol,gelol,haplogelol,haplogelol  cuico
molisol,gelol,haplogelol,haplogelol cum£lico
molisol,gelol,haplogelol,haplogelol  ndico
molisol,rendol,crirendol,crirendol t¡pico
molisol,rendol,crirendol,crirendol l¡tico
molisol,rendol,haprendol,haprendol t¡pico
molisol,rendol,haprendol,haprendol v‚rtico
molisol,rendol,haprendol,haprendol l¡tico
molisol,rendol,haprendol,haprendol ‚ntico
molisol,rendol,haprendol,haprendol inc‚ptico
molisol,udol,argiudol,argiudol t¡pico
molisol,udol,argiudol,argiudol v‚rtico
molisol,udol,argiudol,argiudol vitr ndico
molisol,udol,argiudol,argiudol ¢xico
molisol,udol,argiudol,argiudol oxi cuico
molisol,udol,argiudol,argiudol v‚rtico oxi cuico
molisol,udol,argiudol,argiudol p quico
molisol,udol,argiudol,argiudol v‚rtico p quico
molisol,udol,argiudol,argiudol psamm‚ntico
molisol,udol,argiudol,argiudol p quico  cuico
molisol,udol,argiudol,argiudol ar‚nico
molisol,udol,argiudol,argiudol c lcico
molisol,udol,argiudol,argiudol lam‚lico
molisol,udol,argiudol,argiudol l¡tico
molisol,udol,argiudol,argiudol abr£ptico
molisol,udol,argiudol,argiudol  lfico
molisol,udol,argiudol,argiudol v‚rtico  lfico
molisol,udol,argiudol,argiudol  ndico
molisol,udol,argiudol,argiudol acu‚rtico
molisol,udol,argiudol,argiudol  cuico
molisol,udol,argiudol,argiudol petroc lcico
molisol,udol,calciudol,calciudol t¡pico
molisol,udol,calciudol,calciudol v‚rtico
molisol,udol,calciudol,calciudol fluv‚ntico
molisol,udol,calciudol,calciudol l¡tico
molisol,udol,calciudol,calciudol  cuico
molisol,udol,calciudol,calciudol petroc lcico antr¢pico
molisol,udol,hapludol,hapludol t¡pico
molisol,udol,hapludol,hapludol v‚rmico
molisol,udol,hapludol,hapludol v‚rtico
molisol,udol,hapludol,hapludol vitr ndico
molisol,udol,hapludol,hapludol l¡tico
molisol,udol,hapludol,hapludol oxi cuico
molisol,udol,hapludol,hapludol p quico
molisol,udol,hapludol,hapludol v‚rtico p quico
molisol,udol,hapludol,hapludol  cuico
molisol,udol,hapludol,hapludol p quico  cuico
molisol,udol,hapludol,hapludol c lcico
molisol,udol,hapludol,hapludol cum£lico
molisol,udol,hapludol,hapludol ‚ntico
molisol,udol,hapludol,hapludol fluvacu‚ntico
molisol,udol,hapludol,hapludol fluv‚ntico
molisol,udol,hapludol,hapludol  ndico
molisol,udol,hapludol,hapludol acu‚rtico
molisol,udol,hapludol,hapludol cum£lico  cuico
molisol,udol,hapludol,hapludol petroc lcico
molisol,udol,natrudol,natrudol t¡pico
molisol,udol,natrudol,natrudol v‚rtico
molisol,udol,natrudol,natrudol gl¢ssico
molisol,udol,natrudol,natrudol v‚rtico gl¢ssico
molisol,udol,natrudol,natrudol petroc lcico
molisol,udol,natrudol,natrudol c lcico
molisol,udol,natrudol,natrudol l‚ptico
molisol,udol,natrudol,natrudol v‚rtico l‚ptico
molisol,udol,natrudol,natrudol abr£ptico
molisol,udol,paleudol,paleudol t¡pico
molisol,udol,paleudol,paleudol v‚rtico
molisol,udol,paleudol,paleudol oxi cuico
molisol,udol,paleudol,paleudol p quico
molisol,udol,paleudol,paleudol p quico  cuico
molisol,udol,paleudol,paleudol  cuico
molisol,udol,paleudol,paleudol c lcico
molisol,udol,vermudol,vermudol t¡pico
molisol,udol,vermudol,vermudol l¡tico
molisol,udol,vermudol,vermudol h plico
molisol,ustol,argiustol,argiustol torr‚rtico
molisol,ustol,argiustol,argiustol t¡pico
molisol,ustol,argiustol,argiustol ud‚rtico
molisol,ustol,argiustol,argiustol £dico
molisol,ustol,argiustol,argiustol v‚rtico
molisol,ustol,argiustol,argiustol vitr ndico
molisol,ustol,argiustol,argiustol vitritorr ndico
molisol,ustol,argiustol,argiustol oxi cuico
molisol,ustol,argiustol,argiustol p quico
molisol,ustol,argiustol,argiustol ud‚rtico p quico
molisol,ustol,argiustol,argiustol v‚rtico p quico
molisol,ustol,argiustol,argiustol ar¡dico
molisol,ustol,argiustol,argiustol l¡tico ar¡dico
molisol,ustol,argiustol,argiustol calc¡dico
molisol,ustol,argiustol,argiustol d£rico
molisol,ustol,argiustol,argiustol l¡tico
molisol,ustol,argiustol,argiustol  lfico
molisol,ustol,argiustol,argiustol l¡tico  lfico
molisol,ustol,argiustol,argiustol  ndico
molisol,ustol,argiustol,argiustol acu‚rtico
molisol,ustol,argiustol,argiustol  cuico
molisol,ustol,calciustol,calciustol torr‚rtico
molisol,ustol,calciustol,calciustol t¡pico
molisol,ustol,calciustol,calciustol ud‚rtico
molisol,ustol,calciustol,calciustol £dico
molisol,ustol,calciustol,calciustol v‚rtico
molisol,ustol,calciustol,calciustol gypsico
molisol,ustol,calciustol,calciustol petroc lcico l¡tico
molisol,ustol,calciustol,calciustol oxi cuico
molisol,ustol,calciustol,calciustol p quico
molisol,ustol,calciustol,calciustol petroc lcico
molisol,ustol,calciustol,calciustol sal¡dico
molisol,ustol,calciustol,calciustol ar¡dico
molisol,ustol,calciustol,calciustol l¡tico
molisol,ustol,calciustol,calciustol  cuico
molisol,ustol,durustol,durustol t¡pico
molisol,ustol,durustol,durustol h plico
molisol,ustol,durustol,durustol n trico
molisol,ustol,durustol,durustol argidur¡dico
molisol,ustol,durustol,durustol ‚ntico
molisol,ustol,durustol,durustol haplodur¡dico
molisol,ustol,haplustol,haplustol torr‚rtico
molisol,ustol,haplustol,haplustol torrifluv‚ntico
molisol,ustol,haplustol,haplustol torriorth‚ntico
molisol,ustol,haplustol,haplustol torr¢xico
molisol,ustol,haplustol,haplustol t¡pico
molisol,ustol,haplustol,haplustol ud‚rtico
molisol,ustol,haplustol,haplustol £dico
molisol,ustol,haplustol,haplustol udorth‚ntico
molisol,ustol,haplustol,haplustol v‚rtico
molisol,ustol,haplustol,haplustol vitr ndico
molisol,ustol,haplustol,haplustol vitritorr ndico
molisol,ustol,haplustol,haplustol l¡tico
molisol,ustol,haplustol,haplustol ¢xico
molisol,ustol,haplustol,haplustol oxi cuico
molisol,ustol,haplustol,haplustol p quico
molisol,ustol,haplustol,haplustol ud‚rtico p quico
molisol,ustol,haplustol,haplustol v‚rtico p quico
molisol,ustol,haplustol,haplustol l¡tico-r£ptico
molisol,ustol,haplustol,haplustol sal¡dico
molisol,ustol,haplustol,haplustol  cuico
molisol,ustol,haplustol,haplustol ar¡dico
molisol,ustol,haplustol,haplustol l¡tico ar¡dico
molisol,ustol,haplustol,haplustol cum£lico
molisol,ustol,haplustol,haplustol d£rico
molisol,ustol,haplustol,haplustol ‚ntico
molisol,ustol,haplustol,haplustol fluvacu‚ntico
molisol,ustol,haplustol,haplustol fluv‚ntico
molisol,ustol,haplustol,haplustol  ndico
molisol,ustol,haplustol,haplustol antr cuico
molisol,ustol,haplustol,haplustol acu‚rtico
molisol,ustol,haplustol,haplustol cum£lico  cuico
molisol,ustol,natrustol,natrustol torr‚rtico
molisol,ustol,natrustol,natrustol t¡pico
molisol,ustol,natrustol,natrustol v‚rtico
molisol,ustol,natrustol,natrustol gl¢ssico
molisol,ustol,natrustol,natrustol v‚rtico gl¢ssico
molisol,ustol,natrustol,natrustol  cuico
molisol,ustol,natrustol,natrustol l‚ptico ar¡dico
molisol,ustol,natrustol,natrustol ar¡dico
molisol,ustol,natrustol,natrustol d£rico
molisol,ustol,natrustol,natrustol l‚ptico
molisol,ustol,natrustol,natrustol torr‚rtico l‚ptico
molisol,ustol,natrustol,natrustol v‚rtico l‚ptico
molisol,ustol,paleustol,paleustol torr‚rtico
molisol,ustol,paleustol,paleustol t¡pico
molisol,ustol,paleustol,paleustol ud‚rtico
molisol,ustol,paleustol,paleustol £dico
molisol,ustol,paleustol,paleustol v‚rtico
molisol,ustol,paleustol,paleustol p quico
molisol,ustol,paleustol,paleustol petroc lcico
molisol,ustol,paleustol,paleustol  cuico
molisol,ustol,paleustol,paleustol ar¡dico
molisol,ustol,paleustol,paleustol c lcico
molisol,ustol,paleustol,paleustol calc¡dico
molisol,ustol,paleustol,paleustol ‚ntico
molisol,ustol,paleustol,paleustol  ndico
molisol,ustol,vermustol,vermustol t¡pico
molisol,ustol,vermustol,vermustol l¡tico
molisol,ustol,vermustol,vermustol p quico
molisol,ustol,vermustol,vermustol  cuico
molisol,ustol,vermustol,vermustol ‚ntico
molisol,xerol,argixerol,argixerol torr‚rtico
molisol,xerol,argixerol,argixerol t¡pico
molisol,xerol,argixerol,argixerol £ltico
molisol,xerol,argixerol,argixerol v‚rtico
molisol,xerol,argixerol,argixerol vitr ndico
molisol,xerol,argixerol,argixerol vitritorr ndico
molisol,xerol,argixerol,argixerol £ltico l¡tico
molisol,xerol,argixerol,argixerol oxi cuico
molisol,xerol,argixerol,argixerol p quico
molisol,xerol,argixerol,argixerol £ltico p quico
molisol,xerol,argixerol,argixerol ac£ltico
molisol,xerol,argixerol,argixerol argidur¡dico
molisol,xerol,argixerol,argixerol ar¡dico
molisol,xerol,argixerol,argixerol l¡tico ar¡dico
molisol,xerol,argixerol,argixerol calciarg¡dico
molisol,xerol,argixerol,argixerol c lcico
molisol,xerol,argixerol,argixerol p quico c lcico
molisol,xerol,argixerol,argixerol d£rico
molisol,xerol,argixerol,argixerol l¡tico
molisol,xerol,argixerol,argixerol  lfico
molisol,xerol,argixerol,argixerol  ndico
molisol,xerol,argixerol,argixerol  cuico
molisol,xerol,calcixerol,calcixerol t¡pico
molisol,xerol,calcixerol,calcixerol v‚rmico
molisol,xerol,calcixerol,calcixerol v‚rtico
molisol,xerol,calcixerol,calcixerol vitr ndico
molisol,xerol,calcixerol,calcixerol l¡tico
molisol,xerol,calcixerol,calcixerol oxi cuico
molisol,xerol,calcixerol,calcixerol p quico
molisol,xerol,calcixerol,calcixerol ar¡dico
molisol,xerol,calcixerol,calcixerol l¡tico ar¡dico
molisol,xerol,calcixerol,calcixerol  cuico
molisol,xerol,durixerol,durixerol t¡pico
molisol,xerol,durixerol,durixerol v‚rtico
molisol,xerol,durixerol,durixerol vitr ndico
molisol,xerol,durixerol,durixerol vitritorr ndico
molisol,xerol,durixerol,durixerol h plico
molisol,xerol,durixerol,durixerol palearg¡dico
molisol,xerol,durixerol,durixerol palexer¢lico
molisol,xerol,durixerol,durixerol arg¡dico
molisol,xerol,durixerol,durixerol argidur¡dico
molisol,xerol,durixerol,durixerol camb¡dico
molisol,xerol,durixerol,durixerol haploxer¢lico h plico
molisol,xerol,durixerol,durixerol palexer¢lico h plico
molisol,xerol,durixerol,durixerol haplodur¡dico
molisol,xerol,durixerol,durixerol haploxer¢lico
molisol,xerol,durixerol,durixerol argidur¡dico abr£ptico
molisol,xerol,durixerol,durixerol  cuico
molisol,xerol,haploxerol,haploxerol torr‚rtico
molisol,xerol,haploxerol,haploxerol torrifluv‚ntico
molisol,xerol,haploxerol,haploxerol torriorth‚ntico
molisol,xerol,haploxerol,haploxerol torripsamm‚ntico
molisol,xerol,haploxerol,haploxerol t¡pico
molisol,xerol,haploxerol,haploxerol £ltico
molisol,xerol,haploxerol,haploxerol v‚rmico
molisol,xerol,haploxerol,haploxerol v‚rtico
molisol,xerol,haploxerol,haploxerol vitr ndico
molisol,xerol,haploxerol,haploxerol vitritorr ndico
molisol,xerol,haploxerol,haploxerol l¡tico
molisol,xerol,haploxerol,haploxerol £ltico l¡tico
molisol,xerol,haploxerol,haploxerol oxi cuico
molisol,xerol,haploxerol,haploxerol p quico
molisol,xerol,haploxerol,haploxerol £ltico p quico
molisol,xerol,haploxerol,haploxerol psamm‚ntico
molisol,xerol,haploxerol,haploxerol  cuico
molisol,xerol,haploxerol,haploxerol ac£ltico
molisol,xerol,haploxerol,haploxerol ar¡dico
molisol,xerol,haploxerol,haploxerol l¡tico ar¡dico
molisol,xerol,haploxerol,haploxerol c lcico
molisol,xerol,haploxerol,haploxerol p quico c lcico
molisol,xerol,haploxerol,haploxerol calc¡dico
molisol,xerol,haploxerol,haploxerol cum£lico
molisol,xerol,haploxerol,haploxerol £ltico cum£lico
molisol,xerol,haploxerol,haploxerol d£rico
molisol,xerol,haploxerol,haploxerol dur¡dico
molisol,xerol,haploxerol,haploxerol ‚ntico
molisol,xerol,haploxerol,haploxerol £ltico ‚ntico
molisol,xerol,haploxerol,haploxerol fluvacu‚ntico
molisol,xerol,haploxerol,haploxerol fluv‚ntico
molisol,xerol,haploxerol,haploxerol  ndico
molisol,xerol,haploxerol,haploxerol cum£lico  cuico
molisol,xerol,haploxerol,haploxerol d£rico  cuico
molisol,xerol,natrixerol,natrixerol t¡pico
molisol,xerol,natrixerol,natrixerol v‚rtico
molisol,xerol,natrixerol,natrixerol  cuico
molisol,xerol,natrixerol,natrixerol ar¡dico
molisol,xerol,natrixerol,natrixerol d£rico
molisol,xerol,natrixerol,natrixerol d£rico  cuico
molisol,xerol,palexerol,palexerol t¡pico
molisol,xerol,palexerol,palexerol £ltico
molisol,xerol,palexerol,palexerol v‚rtico
molisol,xerol,palexerol,palexerol vitr ndico
molisol,xerol,palexerol,palexerol p quico
molisol,xerol,palexerol,palexerol petroc lcico
molisol,xerol,palexerol,palexerol petrocalc¡dico
molisol,xerol,palexerol,palexerol  cuico
molisol,xerol,palexerol,palexerol ar¡dico
molisol,xerol,palexerol,palexerol d£rico
molisol,xerol,palexerol,palexerol h plico
oxisol,acuox,acracuox,acracuox t¡pico
oxisol,acuox,acracuox,acracuox pl¡ntico
oxisol,acuox,acracuox,acracuox a‚rico
oxisol,acuox,eutracuox,eutracuox t¡pico
oxisol,acuox,eutracuox,eutracuox pl¡ntico
oxisol,acuox,eutracuox,eutracuox h¡stico
oxisol,acuox,eutracuox,eutracuox h£mico
oxisol,acuox,eutracuox,eutracuox a‚rico
oxisol,acuox,haplacuox,haplacuox t¡pico
oxisol,acuox,haplacuox,haplacuox pl¡ntico
oxisol,acuox,haplacuox,haplacuox h¡stico
oxisol,acuox,haplacuox,haplacuox h£mico
oxisol,acuox,haplacuox,haplacuox a‚rico
oxisol,acuox,plintacuox,plintacuox t¡pico
oxisol,acuox,plintacuox,plintacuox a‚rico
oxisol,perox,acroperox,acroperox t¡pico
oxisol,perox,acroperox,acroperox petrof‚rrico
oxisol,perox,acroperox,acroperox pl¡ntico
oxisol,perox,acroperox,acroperox r¢dico
oxisol,perox,acroperox,acroperox l¡tico  cuico
oxisol,perox,acroperox,acroperox petrof‚rrico  cuico
oxisol,perox,acroperox,acroperox x ntico
oxisol,perox,acroperox,acroperox h£mico
oxisol,perox,acroperox,acroperox r¢dico h£mico
oxisol,perox,acroperox,acroperox x ntico h£mico
oxisol,perox,acroperox,acroperox l¡tico
oxisol,perox,acroperox,acroperox ani¢nico
oxisol,perox,acroperox,acroperox  cuico
oxisol,perox,eutroperox,eutroperox t¡pico
oxisol,perox,eutroperox,eutroperox l¡tico
oxisol,perox,eutroperox,eutroperox petrof‚rrico
oxisol,perox,eutroperox,eutroperox plint cuico
oxisol,perox,eutroperox,eutroperox pl¡ntico
oxisol,perox,eutroperox,eutroperox r¢dico
oxisol,perox,eutroperox,eutroperox  cuico
oxisol,perox,eutroperox,eutroperox l¡tico  cuico
oxisol,perox,eutroperox,eutroperox petrof‚rrico  cuico
oxisol,perox,eutroperox,eutroperox x ntico
oxisol,perox,eutroperox,eutroperox h£mico
oxisol,perox,eutroperox,eutroperox inc‚ptico h£mico
oxisol,perox,eutroperox,eutroperox r¢dico h£mico
oxisol,perox,eutroperox,eutroperox x ntico h£mico
oxisol,perox,eutroperox,eutroperox inc‚ptico
oxisol,perox,eutroperox,eutroperox kandiud lfico
oxisol,perox,haploperox,haploperox t¡pico
oxisol,perox,haploperox,haploperox l¡tico
oxisol,perox,haploperox,haploperox petrof‚rrico
oxisol,perox,haploperox,haploperox plint cuico
oxisol,perox,haploperox,haploperox pl¡ntico
oxisol,perox,haploperox,haploperox r¢dico
oxisol,perox,haploperox,haploperox  cuico
oxisol,perox,haploperox,haploperox l¡tico  cuico
oxisol,perox,haploperox,haploperox petrof‚rrico  cuico
oxisol,perox,haploperox,haploperox x ntico
oxisol,perox,haploperox,haploperox h£mico
oxisol,perox,haploperox,haploperox r¢dico h£mico
oxisol,perox,haploperox,haploperox x ntico h£mico
oxisol,perox,haploperox,haploperox  ndico
oxisol,perox,kandiperox,kandiperox t¡pico
oxisol,perox,kandiperox,kandiperox l¡tico
oxisol,perox,kandiperox,kandiperox petrof‚rrico
oxisol,perox,kandiperox,kandiperox plint cuico
oxisol,perox,kandiperox,kandiperox pl¡ntico
oxisol,perox,kandiperox,kandiperox r¢dico
oxisol,perox,kandiperox,kandiperox  cuico
oxisol,perox,kandiperox,kandiperox l¡tico  cuico
oxisol,perox,kandiperox,kandiperox petrof‚rrico  cuico
oxisol,perox,kandiperox,kandiperox x ntico
oxisol,perox,kandiperox,kandiperox h£mico
oxisol,perox,kandiperox,kandiperox r¢dico h£mico
oxisol,perox,kandiperox,kandiperox x ntico h£mico
oxisol,perox,kandiperox,kandiperox  ndico
oxisol,perox,sombriperox,sombriperox t¡pico
oxisol,perox,sombriperox,sombriperox l¡tico
oxisol,perox,sombriperox,sombriperox petrof‚rrico
oxisol,perox,sombriperox,sombriperox h£mico
oxisol,torrox,acrotorrox,acrotorrox t¡pico
oxisol,torrox,acrotorrox,acrotorrox petrof‚rrico
oxisol,torrox,acrotorrox,acrotorrox l¡tico
oxisol,torrox,eutrotorrox,eutrotorrox t¡pico
oxisol,torrox,eutrotorrox,eutrotorrox l¡tico
oxisol,torrox,eutrotorrox,eutrotorrox petrof‚rrico
oxisol,torrox,haplotorrox,haplotorrox t¡pico
oxisol,torrox,haplotorrox,haplotorrox l¡tico
oxisol,torrox,haplotorrox,haplotorrox petrof‚rrico
oxisol,udox,acrudox,acrudox t¡pico
oxisol,udox,acrudox,acrudox petrof‚rrico
oxisol,udox,acrudox,acrudox pl¡ntico
oxisol,udox,acrudox,acrudox r¢dico
oxisol,udox,acrudox,acrudox l¡tico  cuico
oxisol,udox,acrudox,acrudox petrof‚rrico  cuico
oxisol,udox,acrudox,acrudox ‚utrico
oxisol,udox,acrudox,acrudox x ntico
oxisol,udox,acrudox,acrudox h£mico
oxisol,udox,acrudox,acrudox r¢dico h£mico
oxisol,udox,acrudox,acrudox x ntico h£mico
oxisol,udox,acrudox,acrudox l¡tico
oxisol,udox,acrudox,acrudox ani¢nico
oxisol,udox,acrudox,acrudox  cuico ani¢nico
oxisol,udox,acrudox,acrudox  cuico
oxisol,udox,eutrudox,eutrudox t¡pico
oxisol,udox,eutrudox,eutrudox l¡tico
oxisol,udox,eutrudox,eutrudox petrof‚rrico
oxisol,udox,eutrudox,eutrudox plint cuico
oxisol,udox,eutrudox,eutrudox pl¡ntico
oxisol,udox,eutrudox,eutrudox r¢dico
oxisol,udox,eutrudox,eutrudox  cuico
oxisol,udox,eutrudox,eutrudox l¡tico  cuico
oxisol,udox,eutrudox,eutrudox petrof‚rrico  cuico
oxisol,udox,eutrudox,eutrudox x ntico
oxisol,udox,eutrudox,eutrudox h£mico
oxisol,udox,eutrudox,eutrudox inc‚ptico h£mico
oxisol,udox,eutrudox,eutrudox r¢dico h£mico
oxisol,udox,eutrudox,eutrudox x ntico h£mico
oxisol,udox,eutrudox,eutrudox inc‚ptico
oxisol,udox,eutrudox,eutrudox kandiud lfico
oxisol,udox,hapludox,hapludox t¡pico
oxisol,udox,hapludox,hapludox l¡tico
oxisol,udox,hapludox,hapludox petrof‚rrico
oxisol,udox,hapludox,hapludox plint cuico
oxisol,udox,hapludox,hapludox pl¡ntico
oxisol,udox,hapludox,hapludox r¢dico
oxisol,udox,hapludox,hapludox  cuico
oxisol,udox,hapludox,hapludox l¡tico  cuico
oxisol,udox,hapludox,hapludox petrof‚rrico  cuico
oxisol,udox,hapludox,hapludox x ntico
oxisol,udox,hapludox,hapludox h£mico
oxisol,udox,hapludox,hapludox r¢dico h£mico
oxisol,udox,hapludox,hapludox x ntico h£mico
oxisol,udox,hapludox,hapludox inc‚ptico
oxisol,udox,hapludox,hapludox  ndico
oxisol,udox,kandiudox,kandiudox t¡pico
oxisol,udox,kandiudox,kandiudox l¡tico
oxisol,udox,kandiudox,kandiudox petrof‚rrico
oxisol,udox,kandiudox,kandiudox plint cuico
oxisol,udox,kandiudox,kandiudox pl¡ntico
oxisol,udox,kandiudox,kandiudox r¢dico
oxisol,udox,kandiudox,kandiudox  cuico
oxisol,udox,kandiudox,kandiudox l¡tico  cuico
oxisol,udox,kandiudox,kandiudox petrof‚rrico  cuico
oxisol,udox,kandiudox,kandiudox x ntico
oxisol,udox,kandiudox,kandiudox h£mico
oxisol,udox,kandiudox,kandiudox r¢dico h£mico
oxisol,udox,kandiudox,kandiudox x ntico h£mico
oxisol,udox,kandiudox,kandiudox  ndico
oxisol,udox,sombriudox,sombriudox t¡pico
oxisol,udox,sombriudox,sombriudox l¡tico
oxisol,udox,sombriudox,sombriudox petrof‚rrico
oxisol,udox,sombriudox,sombriudox h£mico
oxisol,ustox,acrustox,acrustox t¡pico
oxisol,ustox,acrustox,acrustox petrof‚rrico
oxisol,ustox,acrustox,acrustox pl¡ntico
oxisol,ustox,acrustox,acrustox r¢dico
oxisol,ustox,acrustox,acrustox l¡tico  cuico
oxisol,ustox,acrustox,acrustox petrof‚rrico  cuico
oxisol,ustox,acrustox,acrustox ‚utrico
oxisol,ustox,acrustox,acrustox x ntico
oxisol,ustox,acrustox,acrustox h£mico
oxisol,ustox,acrustox,acrustox r¢dico h£mico
oxisol,ustox,acrustox,acrustox x ntico h£mico
oxisol,ustox,acrustox,acrustox l¡tico
oxisol,ustox,acrustox,acrustox ani¢nico
oxisol,ustox,acrustox,acrustox  cuico ani¢nico
oxisol,ustox,acrustox,acrustox  cuico
oxisol,ustox,eutrustox,eutrustox t¡pico
oxisol,ustox,eutrustox,eutrustox l¡tico
oxisol,ustox,eutrustox,eutrustox petrof‚rrico
oxisol,ustox,eutrustox,eutrustox plint cuico
oxisol,ustox,eutrustox,eutrustox pl¡ntico
oxisol,ustox,eutrustox,eutrustox r¢dico
oxisol,ustox,eutrustox,eutrustox  cuico
oxisol,ustox,eutrustox,eutrustox l¡tico  cuico
oxisol,ustox,eutrustox,eutrustox petrof‚rrico  cuico
oxisol,ustox,eutrustox,eutrustox x ntico
oxisol,ustox,eutrustox,eutrustox h£mico
oxisol,ustox,eutrustox,eutrustox inc‚ptico h£mico
oxisol,ustox,eutrustox,eutrustox r¢dico h£mico
oxisol,ustox,eutrustox,eutrustox x ntico h£mico
oxisol,ustox,eutrustox,eutrustox inc‚ptico
oxisol,ustox,eutrustox,eutrustox kandiust lfico
oxisol,ustox,haplustox,haplustox t¡pico
oxisol,ustox,haplustox,haplustox l¡tico
oxisol,ustox,haplustox,haplustox oxi cuico
oxisol,ustox,haplustox,haplustox petrof‚rrico
oxisol,ustox,haplustox,haplustox plint cuico
oxisol,ustox,haplustox,haplustox pl¡ntico
oxisol,ustox,haplustox,haplustox r¢dico
oxisol,ustox,haplustox,haplustox  cuico
oxisol,ustox,haplustox,haplustox l¡tico  cuico
oxisol,ustox,haplustox,haplustox petrof‚rrico  cuico
oxisol,ustox,haplustox,haplustox x ntico
oxisol,ustox,haplustox,haplustox h£mico
oxisol,ustox,haplustox,haplustox r¢dico h£mico
oxisol,ustox,haplustox,haplustox x ntico h£mico
oxisol,ustox,haplustox,haplustox inc‚ptico
oxisol,ustox,haplustox,haplustox acu‚ptico
oxisol,ustox,kandiustox,kandiustox t¡pico
oxisol,ustox,kandiustox,kandiustox l¡tico
oxisol,ustox,kandiustox,kandiustox petrof‚rrico
oxisol,ustox,kandiustox,kandiustox plint cuico
oxisol,ustox,kandiustox,kandiustox pl¡ntico
oxisol,ustox,kandiustox,kandiustox r¢dico
oxisol,ustox,kandiustox,kandiustox  cuico
oxisol,ustox,kandiustox,kandiustox l¡tico  cuico
oxisol,ustox,kandiustox,kandiustox petrof‚rrico  cuico
oxisol,ustox,kandiustox,kandiustox x ntico
oxisol,ustox,kandiustox,kandiustox h£mico
oxisol,ustox,kandiustox,kandiustox r¢dico h£mico
oxisol,ustox,kandiustox,kandiustox x ntico h£mico
oxisol,ustox,sombriustox,sombriustox t¡pico
oxisol,ustox,sombriustox,sombriustox l¡tico
oxisol,ustox,sombriustox,sombriustox petrof‚rrico
oxisol,ustox,sombriustox,sombriustox h£mico
spodosol,acuod,alacuod,alacuod t¡pico
spodosol,acuod,alacuod,alacuod £ltico
spodosol,acuod,alacuod,alacuod grossar‚nico
spodosol,acuod,alacuod,alacuod ar‚nico
spodosol,acuod,alacuod,alacuod £ltico ar‚nico
spodosol,acuod,alacuod,alacuod £mbrico ar‚nico
spodosol,acuod,alacuod,alacuod d£rico
spodosol,acuod,alacuod,alacuod h¡stico
spodosol,acuod,alacuod,alacuod l¡tico
spodosol,acuod,alacuod,alacuod a‚rico
spodosol,acuod,alacuod,alacuod  lfico
spodosol,acuod,alacuod,alacuod ar‚nico  lfico
spodosol,acuod,criacuod,criacuod t¡pico
spodosol,acuod,criacuod,criacuod l¡tico
spodosol,acuod,criacuod,criacuod pl cico
spodosol,acuod,criacuod,criacuod d£rico
spodosol,acuod,criacuod,criacuod ‚ntico
spodosol,acuod,criacuod,criacuod  ndico
spodosol,acuod,duracuod,duracuod t¡pico
spodosol,acuod,duracuod,duracuod h¡stico
spodosol,acuod,duracuod,duracuod  ndico
spodosol,acuod,endoacuod,endoacuod t¡pico
spodosol,acuod,endoacuod,endoacuod £mbrico
spodosol,acuod,endoacuod,endoacuod l¡tico
spodosol,acuod,endoacuod,endoacuod  rgico
spodosol,acuod,endoacuod,endoacuod h¡stico
spodosol,acuod,endoacuod,endoacuod  ndico
spodosol,acuod,epiacuod,epiacuod t¡pico
spodosol,acuod,epiacuod,epiacuod £ltico
spodosol,acuod,epiacuod,epiacuod £mbrico
spodosol,acuod,epiacuod,epiacuod l¡tico
spodosol,acuod,epiacuod,epiacuod h¡stico
spodosol,acuod,epiacuod,epiacuod  lfico
spodosol,acuod,epiacuod,epiacuod  ndico
spodosol,acuod,fragiacuod,fragiacuod t¡pico
spodosol,acuod,fragiacuod,fragiacuod  rgico
spodosol,acuod,fragiacuod,fragiacuod h¡stico
